longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value,,median_house_value
-124.08,40.94,18,1550,345,941,335,2.3147,NEAR OCEAN,84497,,70100
-118.31,34.26,36,1882,453,1005,409,3.8,<1H OCEAN,219907.01,,217100
-117.29,33.2,16,2150,461,1428,407,2.4754,NEAR OCEAN,167828.01,,157300
-117.72,33.54,13,4866,812,1909,733,4.9821,<1H OCEAN,262580.05,,244800
-118.46,34.25,33,2202,433,1135,407,4.2143,<1H OCEAN,222588,,224200
-120.73,39.63,17,1791,356,432,190,3.8826,INLAND,107526,,92400
-122.54,38.36,40,2725,531,1167,458,3.7969,<1H OCEAN,215041,,202800
-122.91,39.17,44,202,42,142,39,4.35,INLAND,129724,,68300
-117.27,34.16,32,2894,427,1151,446,6.2236,INLAND,201546,,159700
-118.23,33.93,36,501,123,487,118,1.3,<1H OCEAN,98490,,87000
-117.34,34.13,29,331,85,341,107,0.7069,INLAND,75427,,70300
-118.13,33.79,29,2937,524,1132,528,4.6133,NEAR OCEAN,427214.65,,500001
-120.47,34.63,23,2441,463,1392,434,3.7917,NEAR OCEAN,167155,,142200
-119.32,36.2,25,1427,246,772,221,2.2262,INLAND,65173,,64500
-118.4,34.03,24,1101,318,491,287,3.2222,<1H OCEAN,289942.01,,319400
-122.99,39.02,14,1582,301,851,273,3.45,<1H OCEAN,166095,,164100
-117.99,33.72,14,2127,537,1338,475,3.628,<1H OCEAN,193652,,188500
-117.13,32.76,29,2568,682,1191,642,2.1094,NEAR OCEAN,149123,,162500
-117.23,34.51,9,5756,807,2158,758,5.5875,INLAND,172346,,167800
-122.44,37.75,52,2082,425,801,411,4.2708,NEAR BAY,356866,,368900
-121.02,37.68,28,2875,560,1608,558,3.5489,INLAND,116114,,106400
-117.97,33.71,26,2553,405,1337,411,5.3737,<1H OCEAN,256566.02,,252900
-119.3,34.42,18,5591,1042,2860,1026,3.5822,NEAR OCEAN,228848,,219900
-117.87,33.84,10,3381,729,1584,636,5.3812,<1H OCEAN,240481,,235400
-122.4,37.71,47,1649,328,1183,356,3.3625,NEAR BAY,226994.01,,223700
-120.98,37.66,33,1959,342,984,356,4.5208,INLAND,140081,,114200
-117.61,34.34,18,5210,912,1301,464,4.8623,INLAND,168709,,176900
-121.81,37.99,18,2807,445,1315,437,4.8194,INLAND,180722,,170400
-122.67,38.44,29,2551,448,1165,456,4.3587,<1H OCEAN,204698,,196400
-118.3,34.07,36,2657,738,2274,723,3.425,<1H OCEAN,273249.02,,281700
-119.71,36.81,19,2282,550,1034,500,1.6618,INLAND,68298,,69700
-121.88,37.34,44,1267,353,1018,327,2.4196,<1H OCEAN,194321,,194400
-116.93,32.81,18,2447,466,1573,472,2.6429,<1H OCEAN,129424,,125400
-121.01,37.33,17,1926,410,1054,321,1.6214,INLAND,71829,,71500
-123.2,39.13,26,1474,417,1065,401,1.375,<1H OCEAN,89141,,84400
-116.87,32.72,13,3268,491,1431,503,5.7652,<1H OCEAN,254425,,259900
-122.48,37.51,22,1564,278,761,270,4.7578,NEAR OCEAN,322763.02,,318500
-118.44,34.25,35,1583,324,1481,351,3.7,<1H OCEAN,175857,,176000
-120.33,34.87,24,2590,404,1093,338,3.9375,<1H OCEAN,300921,,341200
-118.34,33.91,8,3937,1404,2691,1142,2.4741,<1H OCEAN,193469,,185700
-118.68,34.08,18,102,17,55,21,3.9934,NEAR OCEAN,418661.6,,500001
-118.46,34.05,25,4077,1151,1719,1017,3.7721,<1H OCEAN,381593.28,,337500
-116.95,33.76,10,6890,1702,3141,1451,1.7079,INLAND,101303,,95900
-121.22,37.79,36,1052,221,712,212,1.7228,INLAND,87799,,105000
-118.15,34.04,44,647,142,457,143,3.6875,<1H OCEAN,166338,,162500
-117.7,33.6,26,2283,506,634,469,2.3774,<1H OCEAN,96479.01,,74300
-118.1,34.16,46,2863,513,1412,498,5.3272,INLAND,331134.01,,330200
-121.48,38.61,18,1511,315,1062,304,2.3438,INLAND,93361,,89400
-121.7,37.93,10,3258,612,1779,558,4.6587,INLAND,164915,,152500
-122.28,37.82,52,1387,341,1074,304,1.2171,NEAR BAY,93366,,80300
-121.8,38,34,2738,475,1316,459,3.5368,INLAND,126693,,122500
-121.92,37.25,36,3874,656,1826,639,4.9662,<1H OCEAN,263034,,258500
-122.41,37.79,52,5783,2747,4518,2538,1.724,NEAR BAY,248421.06,,225000
-121.58,37.03,16,3120,685,2383,681,3.5551,INLAND,183465,,198600
-118.35,34.07,45,7803,2154,3359,2041,3.3594,<1H OCEAN,325157.12,,287500
-122.53,37.5,19,4768,807,2199,805,6.1896,NEAR OCEAN,344562.04,,331100
-117.64,34.09,34,2839,659,1822,631,3.05,INLAND,124283,,121300
-118.3,34.06,33,2437,1283,3906,1084,2.0332,<1H OCEAN,243553,,270000
-117.09,32.71,29,2238,523,2061,504,2.5559,NEAR OCEAN,105804,,96800
-117.9,33.63,28,2370,352,832,347,7.1148,<1H OCEAN,460542.66,,500001
-122.45,37.72,52,1729,319,890,300,4.3036,NEAR BAY,281182.02,,261800
-118.52,34.21,34,1663,299,762,282,5.1265,<1H OCEAN,223047.01,,211000
-121.02,37.62,30,1721,399,1878,382,2.5363,INLAND,93659,,83900
-118.29,34.03,27,1084,287,1085,279,2.135,<1H OCEAN,122735,,119600
-121.16,41.78,42,2918,576,1182,440,2.1434,INLAND,56801,,44000
-118.13,33.93,19,1793,447,1222,452,2.6862,<1H OCEAN,186972,,195800
-117.92,33.94,27,4566,620,2045,664,5.583,<1H OCEAN,263693,,267700
-121.03,37.68,20,3204,625,2016,605,2.6567,INLAND,112132,,110400
-118.42,34.01,42,1700,438,997,436,2.9213,<1H OCEAN,295294,,305000
-117.27,33.06,7,3686,733,1612,672,3.197,NEAR OCEAN,300187.01,,367100
-121.64,36.68,16,6568,1603,6012,1565,2.3463,<1H OCEAN,148594,,156100
-119.65,36.37,4,3725,783,1478,600,3.5486,INLAND,128887,,148000
-117.31,34.51,18,2704,698,1611,597,2.0243,INLAND,83008,,82300
-117.99,33.66,14,3155,653,951,575,3.0625,<1H OCEAN,262255.02,,268800
-118.09,33.92,31,1983,419,1157,390,3.5455,<1H OCEAN,177560,,168300
-121.02,36.24,12,2198,507,1971,502,2.6801,<1H OCEAN,124748,,100000
-118.07,33.9,42,1007,224,776,228,3.8672,<1H OCEAN,162232,,162700
-122.27,37.84,52,2436,541,1015,478,1.725,NEAR BAY,128560,,113900
-122.25,37.5,44,348,79,154,73,4.7708,NEAR OCEAN,290118.05,,253800
-118.42,34.15,31,1861,430,736,360,5.2853,<1H OCEAN,359968.08,,355900
-121.08,37.69,19,6473,1212,3559,1123,3.2246,INLAND,129265,,129300
-122.32,40.57,15,2524,449,1374,467,3.3816,INLAND,99874,,93800
-122.45,37.69,17,2359,501,884,504,3.0625,NEAR OCEAN,159928,,87500
-122.68,38.4,32,2826,627,1767,628,3.1047,<1H OCEAN,150711,,141400
-118.25,34.12,11,1281,418,1584,330,2.8889,<1H OCEAN,164099,,153100
-120.46,34.64,11,562,164,504,147,2.0161,NEAR OCEAN,127797.01,,118800
-118.28,34.02,46,1098,426,1510,374,2.1382,<1H OCEAN,148384,,156300
-117.34,33.16,24,1006,277,610,246,2.25,NEAR OCEAN,200783.03,,187500
-120.97,37.84,28,2368,430,1231,403,2.883,INLAND,131335,,141900
-117.25,32.79,37,1467,442,651,354,2.375,NEAR OCEAN,304159.02,,340400
-121.64,36.72,17,4203,816,2900,827,4.1742,<1H OCEAN,187054,,159900
-118.47,34.25,21,2692,477,1330,456,4.5417,<1H OCEAN,229873,,238900
-117.14,32.72,43,1073,344,660,279,2.0529,NEAR OCEAN,159448,,168800
-118.15,34.02,43,2172,605,2386,597,2.8239,<1H OCEAN,160700,,150600
-117.29,33.13,4,617,105,224,105,3.9205,NEAR OCEAN,210860.05,,183000
-117.96,33.78,33,1520,,658,242,4.875,<1H OCEAN,263566.01,,269300
-122.81,38.08,19,1615,366,815,337,3.4609,NEAR OCEAN,239971,,238800
-117.78,33.85,16,3781,504,1665,499,7.2554,<1H OCEAN,348707.03,,335600
-117.89,34.1,34,2048,411,1456,416,3.125,<1H OCEAN,171830,,168600
-122.16,37.74,46,1029,181,567,211,3.4844,NEAR BAY,140124,,129500
-122.12,37.16,32,1602,317,752,275,5.1664,NEAR OCEAN,266069.02,,185100
-118.09,33.98,37,1226,255,1068,271,3.1607,<1H OCEAN,169126,,172200
-118.18,33.98,30,1735,573,2237,545,2.3444,<1H OCEAN,155555,,156100
-117.91,34.06,29,3250,521,1382,513,5.112,<1H OCEAN,235286,,218300
-117.68,34.15,24,1033,189,486,204,4.1719,INLAND,188820.99,,213500
-118.3,34.05,34,1453,588,1987,589,2.096,<1H OCEAN,186278,,187500
-121.88,37.43,17,3469,896,2762,808,3.3884,<1H OCEAN,223176,,245800
-122.48,37.76,52,3260,653,1594,632,4.4094,NEAR BAY,349177.03,,336100
-119.8,36.72,19,1334,336,1171,319,1.0481,INLAND,50695,,48500
-123.22,39.16,29,6121,1222,3595,1189,2.631,<1H OCEAN,126558,,109600
-119.17,34.17,21,2361,464,1146,396,3.6597,NEAR OCEAN,227978.03,,195100
-120.32,38.71,13,1115,255,86,32,3.5667,INLAND,131762,,115600
-119.64,36.56,34,576,117,363,97,2.0658,INLAND,93546,,92500
-117.84,35.54,11,1751,316,765,296,5.0762,INLAND,120273,,98000
-122.1,38.24,13,7367,1042,3193,983,5.3102,NEAR BAY,203519,,195000
-122.27,37.32,37,2607,534,1346,507,5.3951,NEAR OCEAN,302497.02,,277700
-118.1,33.89,35,994,203,602,185,3.5865,<1H OCEAN,174476,,178000
-117.02,32.75,33,3296,537,1345,556,5.2835,<1H OCEAN,219328.01,,217100
-117.32,34.12,37,2868,574,2055,563,2.3508,INLAND,74315,,70500
-121.42,38.62,41,1087,272,462,219,2.0224,INLAND,69514,,64900
-118.15,34.11,39,2618,582,1314,532,3.5875,<1H OCEAN,278393,,309300
-118.14,33.91,34,2011,472,1087,423,3.0465,<1H OCEAN,193765,,187800
-122.37,37.58,43,2506,432,967,428,4.7404,NEAR OCEAN,435793.61,,500001
-117.13,32.9,15,2785,644,1798,630,3.7156,<1H OCEAN,169936,,175200
-120.25,37.11,20,2062,466,1285,456,1.5319,INLAND,54398,,50500
-117.27,32.85,26,1373,,608,268,4.425,NEAR OCEAN,440492.07,,475000
-118.32,34.19,37,1335,249,485,240,4.1731,<1H OCEAN,310295,,352100
-118.3,33.78,35,2572,504,1172,519,4.6207,<1H OCEAN,290043.01,,304100
-121.2,38.73,11,4897,636,1931,616,7.7499,INLAND,341925.01,,334800
-121.9,36.61,29,3412,827,1574,759,2.9309,NEAR OCEAN,227014,,217100
-117.14,32.92,15,3242,595,1936,593,4.9706,<1H OCEAN,193305,,184700
-118.36,34.16,32,2455,556,989,493,4.0764,<1H OCEAN,325210.02,,325000
-117.89,33.92,17,2936,555,1381,535,5.4617,<1H OCEAN,220107.01,,190300
-121.48,38.56,50,1587,448,877,380,2.0833,INLAND,90399,,94300
-119.05,35.36,16,4507,1049,2261,959,3.3261,INLAND,111768,,118400
-120.85,37.49,42,264,72,310,70,1.4063,INLAND,72001,,61500
-118.34,34.08,52,1721,195,688,196,15.0001,<1H OCEAN,500001,,500001
-118.1,34.13,44,1745,237,693,248,9.7912,<1H OCEAN,499342.98,,500001
-117.22,33.19,16,3004,656,1948,606,2.7019,<1H OCEAN,190574,,216900
-118.46,34.26,33,1358,247,738,235,5.0947,<1H OCEAN,217438.01,,210300
-118.36,33.8,38,2553,400,1042,393,6.9742,NEAR OCEAN,487384.84,,500001
-117.08,32.78,21,2919,496,984,443,4.625,NEAR OCEAN,228371.04,,222800
-116.44,34.12,18,5584,1303,2250,1158,1.5823,INLAND,74092,,72400
-117.68,33.51,4,2428,401,959,386,6.2661,<1H OCEAN,284759.01,,268500
-118.45,34.04,19,3330,1010,1837,915,3.0173,<1H OCEAN,360457.01,,393800
-119.34,35.6,33,2143,488,1732,509,1.9362,INLAND,60985,,59000
-121.86,37.42,20,5032,808,2695,801,6.6227,<1H OCEAN,286093,,264800
-119.98,38.93,25,1262,293,534,226,2.6607,INLAND,95423,,90400
-121.83,39.74,34,3263,604,1290,594,2.575,INLAND,115741,,130300
-118.31,33.96,43,2118,569,1266,500,1.747,<1H OCEAN,117363,,121000
-119.84,36.79,21,3235,648,1820,614,3.3447,INLAND,79872,,71400
-117.93,33.66,18,2043,250,702,246,9.6062,<1H OCEAN,428985.19,,414700
-119.81,36.78,35,1012,245,633,240,2.0324,INLAND,56683,,55500
-121.31,38.97,16,1210,228,726,222,2.7083,INLAND,95324,,82100
-122.13,37.74,41,4400,666,1476,648,5,NEAR BAY,262088.01,,248900
-120.2,34.63,14,2647,515,1487,488,4.4519,NEAR OCEAN,220452,,227900
-117.12,32.75,20,1406,413,850,412,2.3261,NEAR OCEAN,135352.02,,114600
-121.2,38.28,20,1732,307,999,305,3.9808,INLAND,148316,,160200
-118.46,34.18,27,2582,719,2038,718,3.0877,<1H OCEAN,192146,,174200
-117.77,33.84,5,4380,715,1913,741,6.7274,<1H OCEAN,293173.01,,266400
-117.06,33.02,17,2635,389,994,359,5.8966,<1H OCEAN,256987,,261500
-118.1,34.05,31,3559,734,2975,715,3.756,<1H OCEAN,193078,,183300
-117.95,33.8,34,1654,285,905,292,4.6389,<1H OCEAN,215444,,214600
-118.21,33.81,43,905,199,764,204,3.3214,NEAR OCEAN,167139,,162200
-122.26,37.85,52,2643,626,1212,620,1.9167,NEAR BAY,167771,,159200
-118.05,34.02,31,40,8,25,7,2.125,<1H OCEAN,301706.01,,375000
-118.52,34.18,46,2082,438,1047,393,3.6534,<1H OCEAN,221616,,216000
-120.74,39.39,18,453,117,152,77,1.3523,INLAND,90447,,85700
-118.13,33.91,36,1967,316,910,306,4.4948,<1H OCEAN,203391,,190600
-124.1,40.88,35,2987,578,1581,585,2.0657,NEAR OCEAN,84654,,81100
-116.52,33.85,13,7559,1444,3189,1105,3.4886,INLAND,117846,,112500
-121.96,38.36,11,3208,790,1772,694,2.7434,INLAND,176223,,218800
-122.27,37.84,52,1688,337,853,325,2.1806,NEAR BAY,114511.01,,99700
-121.49,39.49,20,2505,468,1174,429,2.9965,INLAND,92230,,88900
-121.3,37.94,40,452,109,412,97,1.3417,INLAND,65593,,60800
-117.62,33.42,23,2656,515,998,435,4.0294,NEAR OCEAN,445552.71,,500001
-119.63,36.6,33,1589,294,1102,307,1.9676,INLAND,60109,,62400
-118.31,33.99,47,1525,359,982,333,2.0915,<1H OCEAN,122098,,126600
-116.99,32.74,18,3341,611,1952,602,3.9844,<1H OCEAN,200125,,215300
-117.05,33.13,20,7746,2035,5370,1838,2.3762,<1H OCEAN,107524,,98500
-117.98,33.75,37,1264,274,783,273,3.3438,<1H OCEAN,200550,,199600
-118.35,33.8,32,1434,296,672,285,4.875,<1H OCEAN,307764,,311700
-122.02,37.38,43,1261,317,836,333,4.0911,<1H OCEAN,236222,,224600
-117.09,32.79,36,1936,345,861,343,3.8333,NEAR OCEAN,166013,,170000
-117.98,33.95,35,4055,652,1758,639,6.1898,<1H OCEAN,285668,,282400
-119.73,34.43,35,2703,654,1383,631,4.5278,NEAR OCEAN,306079,,340400
-121.44,38.49,31,4297,788,2083,771,3.3878,INLAND,120482,,109300
-118.2,33.87,26,703,202,757,212,2.525,<1H OCEAN,150394,,155500
-118.14,33.76,37,3242,698,1080,629,3.901,NEAR OCEAN,375101.01,,432500
-122.34,41.06,33,2149,498,631,273,1.8816,INLAND,68271,,65800
-116.89,32.85,15,3560,593,1757,574,5.1185,<1H OCEAN,201765,,185300
-117.97,33.68,26,3653,568,1930,585,5.7301,<1H OCEAN,260447,,260900
-122.1,37.36,32,1433,199,498,201,9.3586,NEAR BAY,497082.98,,500001
-123.25,38.54,27,3658,764,1278,518,3.3536,NEAR OCEAN,191188,,157500
-116.94,32.75,4,14934,2479,6945,2418,5.1221,<1H OCEAN,228407,,229700
-117.71,33.63,16,2497,500,1357,456,4.5909,<1H OCEAN,239351.02,,241800
-117.97,33.82,26,4013,985,2442,922,3.7655,<1H OCEAN,194460,,197700
-122.18,37.77,51,2107,471,1173,438,3.2552,NEAR BAY,154311,,120100
-118.06,33.86,16,5603,938,3045,893,5.0778,<1H OCEAN,284504,,293700
-120.46,37.33,4,786,116,368,109,6.3215,INLAND,164693,,138200
-122.27,37.98,23,3455,479,1375,474,6.0289,NEAR BAY,252142,,218600
-118.15,34.59,33,2111,429,1067,397,3.7344,INLAND,117049.97,,111400
-122.14,37.41,35,2419,426,949,433,6.4588,NEAR BAY,428881.12,,437100
-122.19,37.77,42,932,254,900,263,1.8039,NEAR BAY,95646,,92300
-118.27,34.1,41,3729,740,1364,707,5.7778,<1H OCEAN,383657.01,,412700
-119.69,36.46,29,1702,301,914,280,2.8125,INLAND,82201,,79200
-118.5,34.26,33,2831,510,1340,504,4.8316,<1H OCEAN,232696,,237300
-121.83,37.28,17,3057,606,2030,602,5.2166,<1H OCEAN,230515,,230900
-121.52,39.12,37,102,17,29,14,4.125,INLAND,98454.99,,72000
-122.41,37.63,37,1252,275,878,287,4.2262,NEAR OCEAN,243501,,228500
-120.88,38.58,8,3417,604,1703,623,4.0827,INLAND,175247,,170700
-118.25,34.14,37,584,260,552,235,1.8235,<1H OCEAN,245386,,275000
-122.28,37.75,20,1156,365,583,326,3.1972,NEAR BAY,138851,,100000
-116.52,32.9,18,4454,852,1754,656,4.57,INLAND,171166,,189900
-117.91,33.78,33,2729,549,2223,535,4.0362,<1H OCEAN,182049,,177900
-118.37,34.09,24,630,172,257,147,5.5224,<1H OCEAN,367890.03,,400000
-118.23,34.1,46,2483,587,2121,553,2.2788,<1H OCEAN,160572,,152900
-122.41,37.79,52,3610,1286,1504,1047,3.2059,NEAR BAY,449673.66,,500001
-122.08,37.3,30,2268,404,1197,372,7.0813,<1H OCEAN,462496.09,,485300
-121.3,38.13,27,1004,192,470,192,2.8942,INLAND,119224,,116700
-119.63,36.58,22,1794,435,1127,359,1.2647,INLAND,54027,,55300
-120.61,35.1,14,2919,691,1896,577,2.4003,<1H OCEAN,155068,,142100
-117.13,33.89,4,1611,239,275,84,3.5781,INLAND,205955,,244400
-119.79,36.72,19,1719,391,1369,368,1.25,INLAND,51861,,53000
-118.21,34.18,14,2672,335,1113,318,12.1579,<1H OCEAN,497231.98,,500001
-120.93,37.67,6,3491,657,2075,644,3.3844,INLAND,135734,,138500
-120,36.7,33,1902,370,1168,358,2.6852,INLAND,72995,,70800
-122.44,37.8,52,3830,,1310,963,3.4801,NEAR BAY,485651.72,,500001
-118.35,33.97,26,1725,431,1130,404,3.2708,<1H OCEAN,151435,,128100
-119.33,36.89,15,1879,411,755,294,2,INLAND,82810,,83300
-117.95,33.92,11,3127,706,1594,694,4.3426,<1H OCEAN,162935,,141300
-118.35,33.89,25,1769,440,1371,414,3.0833,<1H OCEAN,228377.01,,232700
-122.42,37.75,52,2112,528,1227,513,3.5536,NEAR BAY,364765,,400000
-121.96,37.71,6,8072,1050,3386,1062,7.2494,<1H OCEAN,338165.01,,336500
-121.06,37.67,31,906,146,383,129,3.4167,INLAND,174353,,196900
-118.05,34.11,42,3677,627,1779,622,5.1509,INLAND,393827.02,,426500
-117.81,33.64,4,1741,225,811,233,12.3411,<1H OCEAN,497874.98,,500001
-122.37,37.58,52,1900,290,665,276,4.5486,NEAR OCEAN,433271.66,,500001
-122.1,39.47,43,1320,215,512,197,2.4917,INLAND,79529,,77100
-117.69,33.51,4,1223,275,505,244,4.6607,<1H OCEAN,193350.01,,173000
-118.25,34.07,47,2059,618,2033,544,1.9028,<1H OCEAN,196106,,217900
-117.1,34.57,6,5110,1044,1938,724,3.1917,INLAND,114325,,112800
-120.64,35.15,7,7922,1442,2863,1197,4.849,<1H OCEAN,253490,,275000
-122.12,37.44,33,1509,303,748,268,4.875,NEAR BAY,349634.02,,373400
-118.39,34.03,19,1450,509,746,437,3.1415,<1H OCEAN,125450.02,,55000
-123.41,40.07,17,449,151,141,53,0.8362,INLAND,89969,,87500
-117.39,34.07,26,1387,277,664,239,3.0278,INLAND,104211,,96800
-116.48,33.79,14,9425,2020,1711,1000,2.6298,INLAND,128653,,145200
-121.63,36.71,19,5015,1013,3251,940,3.9818,<1H OCEAN,167218,,152900
-118.33,34.1,30,5293,2446,4123,2127,1.51,<1H OCEAN,223696,,187500
-118.49,34.18,31,3073,674,1486,684,4.8984,<1H OCEAN,294673.01,,311700
-122.49,38.22,33,1486,290,781,274,3.5647,NEAR BAY,233045,,251800
-118.14,34.13,16,3569,821,1505,783,4.9167,<1H OCEAN,288387.03,,251100
-118.14,33.97,31,2064,612,2461,573,2.0524,<1H OCEAN,158624,,160800
-117.13,32.75,50,1476,354,698,354,3,NEAR OCEAN,168855,,168800
-118.44,34.28,46,11,11,24,13,2.875,<1H OCEAN,165755,,162500
-118.16,33.97,30,2419,715,3208,719,2.1743,<1H OCEAN,169272,,176000
-117.47,34.06,33,1379,273,884,229,2.7574,INLAND,115725,,125000
-118.43,34.24,36,1379,265,896,246,4.6827,<1H OCEAN,197257,,183800
-120.93,39.9,20,1511,328,791,320,2.0221,INLAND,81997,,70900
-120.97,37.61,16,1326,375,884,375,1.871,INLAND,105330,,103900
-123.01,38.79,32,2697,529,1417,535,3.2546,<1H OCEAN,146599,,134100
-120.6,34.91,44,711,140,384,116,2.1094,NEAR OCEAN,100039,,73800
-122.69,38.44,31,1808,315,691,280,3.8583,<1H OCEAN,209789,,193200
-117.33,33.97,8,152,19,1275,20,1.625,INLAND,135082,,162500
-120.38,36.15,17,2279,448,1200,420,2.7461,INLAND,75121,,70000
-117.05,32.76,46,1887,359,795,358,3.25,NEAR OCEAN,159710,,159600
-118.03,34.1,32,2668,609,1512,541,2.9422,INLAND,205308,,233100
-124.14,41.06,32,1020,215,421,198,3.0208,NEAR OCEAN,126673,,143400
-118.22,34.14,52,1388,271,735,239,3.7404,<1H OCEAN,228503,,247700
-118.31,33.72,26,2711,508,1372,459,4.1451,NEAR OCEAN,307889.03,,326700
-120.71,38.85,8,1877,479,884,323,3.4688,INLAND,126005,,120100
-120.98,39.08,20,4570,906,2125,815,3.0403,INLAND,142964,,148000
-117.78,34.07,18,3610,772,2899,765,3.9784,INLAND,130727,,113500
-118.27,34.06,30,1771,788,2188,764,1.5885,<1H OCEAN,173717,,154200
-118.32,34.01,50,1842,377,817,341,3.1548,<1H OCEAN,165860.01,,157700
-122.39,38,33,44,6,23,11,4.125,NEAR BAY,236964.01,,212500
-117.9,33.66,4,456,91,623,84,6.6369,<1H OCEAN,236520.05,,192600
-117.24,32.83,18,3109,501,949,368,7.4351,NEAR OCEAN,417145.09,,445700
-121.94,38.27,35,10869,2226,9879,2152,2.5681,INLAND,96382,,81300
-117.15,33.7,2,6305,1265,2489,1152,3.1319,INLAND,137471,,111500
-118.53,34.18,16,7194,1976,3687,1894,3.1887,<1H OCEAN,199529,,189300
-117.99,33.7,25,2017,357,1063,369,4.0345,<1H OCEAN,226073,,229400
-122.43,37.77,52,2714,779,1438,733,3.6031,NEAR BAY,354373.19,,275000
-122.21,37.47,33,1266,415,1991,334,2.92,NEAR OCEAN,209649,,202800
-119.43,36.55,27,1621,323,882,324,2.75,INLAND,91138,,93500
-118.09,34.17,36,2875,552,1131,458,4.3083,INLAND,259133,,269300
-121.4,38.49,12,7290,1283,3960,1248,3.5968,INLAND,120804,,106300
-117.04,32.64,5,2329,542,1213,514,4.0298,NEAR OCEAN,195469,,225600
-119.69,36.25,35,2011,349,970,300,2.395,INLAND,87235,,94100
-119.8,36.74,25,1717,542,1343,471,0.799,INLAND,55110,,51800
-118.36,34.13,36,6871,1180,2216,1130,8.0499,<1H OCEAN,493322.28,,495600
-118.23,34.14,39,277,89,182,91,2.3958,<1H OCEAN,168615,,175000
-117.95,33.81,33,1724,291,943,285,5.118,<1H OCEAN,200603,,195200
-119.19,34.28,28,3231,524,1665,540,4.8583,NEAR OCEAN,238314.01,,224200
-121.83,37.34,21,6404,1232,6047,1235,4.2098,<1H OCEAN,197124,,193400
-121.93,38.31,25,185,32,85,32,4.875,INLAND,222380,,250000
-119.7,36.3,10,956,201,693,220,2.2895,INLAND,68307,,62000
-122.22,37.85,28,5287,1048,2031,956,5.457,NEAR BAY,323613,,337300
-118.36,34.04,48,1769,429,993,405,2.3214,<1H OCEAN,163074.01,,139400
-122.41,37.79,52,6016,2509,3436,2119,2.5166,NEAR BAY,275919.05,,275000
-122.71,37.9,23,1250,257,437,188,3.115,NEAR OCEAN,215338,,242600
-120.65,35.27,15,2365,538,1446,490,2.5129,NEAR OCEAN,204511,,225900
-118.36,33.89,40,756,122,371,130,5.0299,<1H OCEAN,304076,,329200
-116.12,33.53,17,2421,820,2971,685,1.654,INLAND,92311,,100000
-121,37.66,43,2369,413,944,422,3.2632,INLAND,133088,,138100
-122.46,37.74,51,1905,291,707,284,6.2561,NEAR BAY,397937.02,,431000
-121.24,37.94,5,2232,488,1857,435,2.8705,INLAND,117842,,113600
-121.49,38.55,51,4280,632,1486,621,5.0359,INLAND,238980,,224100
-122.41,37.8,52,1999,642,1846,620,1.9145,NEAR BAY,226381.01,,225000
-118.11,33.83,37,1249,202,517,189,4.4196,<1H OCEAN,217313,,223100
-118.18,33.77,41,2048,601,852,533,2.5726,NEAR OCEAN,191638,,193800
-118.28,34.03,40,2118,796,2195,658,1.7976,<1H OCEAN,162409,,164600
-117.32,34.09,30,1129,251,1034,237,2.3917,INLAND,82104,,78600
-117.32,33.23,24,2580,604,982,569,1.6402,NEAR OCEAN,153811.01,,169300
-117.65,33.6,13,2319,430,1004,380,5.133,<1H OCEAN,296768.03,,316100
-120.7,35.55,10,3979,761,1834,671,3.5,<1H OCEAN,176181,,172100
-116.89,33.92,10,2653,621,1967,598,2.6643,INLAND,96616,,81000
-122.49,37.54,15,3456,545,1527,535,6.3256,NEAR OCEAN,363296.02,,368000
-119.3,38.26,19,3325,660,750,286,2.9509,INLAND,115257,,114800
-121.11,38.04,32,1083,188,471,178,2.9241,INLAND,164850,,187500
-117.87,33.61,25,2267,359,866,348,7.79,<1H OCEAN,451835.67,,500001
-118.28,34.04,19,460,241,890,229,1.6089,<1H OCEAN,161811.01,,162500
-117.78,33.69,16,4702,806,2529,814,5.1299,<1H OCEAN,242919,,238900
-118.85,35.2,17,2783,678,2566,641,1.9907,INLAND,60674,,51200
-121.55,38.51,22,2403,431,1088,421,3.9,INLAND,149783,,146900
-118.08,34.11,42,2628,525,1494,523,3.9464,<1H OCEAN,242126,,257200
-121.35,38.6,27,4314,611,1662,575,5.0997,INLAND,170607,,170100
-122.33,37.58,28,2784,736,1534,685,3.38,NEAR OCEAN,287042.01,,285400
-117.88,33.77,31,2549,355,1044,362,6.9737,<1H OCEAN,338524.14,,288800
-119.84,36.75,34,1186,300,774,271,1.575,INLAND,57470,,57100
-118.29,33.96,32,3508,917,2794,839,1.554,<1H OCEAN,119444,,100000
-117.87,33.88,24,2655,702,1519,708,3.3036,<1H OCEAN,193461,,183900
-118.21,34.65,17,4001,814,2313,756,3.0441,INLAND,141881,,140100
-118.11,34.01,22,1141,332,1189,321,2.2042,<1H OCEAN,160863,,162500
